global_step,loss,loss_ema
1,1.199328899383545,1.199328899383545
100,0.04912325367331505,0.23857963066445395
200,0.03918891400098801,0.06922013462824694
300,0.03125020116567612,0.039409278592779415
400,0.03180735558271408,0.03233035882230976
500,0.023093601688742638,0.02918628499974034
600,0.024730276316404343,0.026614690856478686
700,0.02323910966515541,0.02500259863544059
800,0.022337349131703377,0.024693394435600886
900,0.024702519178390503,0.02404890732436683
1000,0.019283290952444077,0.024070237504822043
1100,0.02377602458000183,0.022969351376516088
1200,0.020272038877010345,0.02267475759296248
1300,0.020532067865133286,0.022084655619989933
1400,0.022444749251008034,0.02172287070679111
1500,0.016885213553905487,0.021281268341423548
1600,0.022876039147377014,0.02094084086616855
1700,0.022691763937473297,0.02091296643965134
1800,0.017917020246386528,0.020965691229403997
1900,0.01961502991616726,0.021034388611244032
2000,0.018571585416793823,0.020836035608828837
2100,0.01933097466826439,0.02084652063841148
2200,0.02335980162024498,0.020747361562515027
2300,0.02353515848517418,0.01987662932308536
2400,0.02074682153761387,0.019907703800204103
2500,0.021926261484622955,0.019732820765826983
2600,0.020523864775896072,0.019404553246511465
2700,0.018421720713377,0.020341250625190627
2800,0.01668664440512657,0.019427016970230738
2900,0.01567157730460167,0.019446738000156304
3000,0.016892243176698685,0.019079184872566855
3100,0.018961437046527863,0.01901380963663289
3200,0.021514305844902992,0.019050646749026207
3300,0.016381800174713135,0.018830189491359364
3400,0.01800541579723358,0.019115688337510622
3500,0.017835263162851334,0.01925877459903206
3600,0.015020349062979221,0.01874981306960218
3700,0.014900928363204002,0.01864605893293807
3800,0.022009219974279404,0.018645682281447185
3900,0.01821051724255085,0.018398013066974785
4000,0.018707159906625748,0.018404874370091986
4100,0.02499990165233612,0.018751263333156392
4200,0.018926281481981277,0.01837715209605726
4300,0.02123081497848034,0.01871805842682062
4400,0.017845813184976578,0.01848863389853543
4500,0.022575512528419495,0.018000693379943783
4600,0.019788004457950592,0.018102386964617436
4700,0.017797116190195084,0.01820647938826911
4800,0.019394582137465477,0.018225651478423664
4900,0.02150183916091919,0.018300677337206184
5000,0.016177795827388763,0.01802536081604562
5100,0.02030693180859089,0.0182403145063909
5200,0.02286035567522049,0.018455432184368646
5300,0.02111542969942093,0.0184783760586311
5400,0.016819732263684273,0.018125415665947116
5500,0.01657292991876602,0.01753141112918836
5600,0.015138505958020687,0.017876965151718393
5700,0.023854859173297882,0.018336138177220518
5800,0.020085686817765236,0.01784173851149173
5900,0.02185208722949028,0.018045579901408922
6000,0.02072330191731453,0.01768142448115356
6100,0.019197162240743637,0.017411189500259737
6200,0.016659514978528023,0.017587752914934165
6300,0.01876651868224144,0.018108162148354763
6400,0.015521492809057236,0.017726638348216375
6500,0.017122957855463028,0.017760901159033848
6600,0.018474925309419632,0.018019787033755175
6700,0.021180856972932816,0.01790638469867651
6800,0.017500804737210274,0.017472670831992193
6900,0.018497519195079803,0.0176529111582984
7000,0.014132160693407059,0.017739020297236705
7100,0.01812651753425598,0.01752349493192443
7200,0.0161605067551136,0.017493272680716192
7300,0.016479458659887314,0.017273461241768623
7400,0.016167977824807167,0.01753002850162982
7500,0.01731773465871811,0.01787196038303076
7600,0.019281577318906784,0.017442801283985333
7700,0.015374434180557728,0.017545005662700276
7800,0.015697050839662552,0.01751769783389021
7900,0.01928037218749523,0.01783215517988477
8000,0.015201825648546219,0.017423231848048577
8100,0.01447867788374424,0.017399083664021268
8200,0.0175514854490757,0.01718503413481255
8300,0.013995268382132053,0.017553225796830437
8400,0.016745805740356445,0.01702719101060365
8500,0.016908811405301094,0.01742359599953789
8600,0.016056057065725327,0.017163798926762255
8700,0.017183877527713776,0.017919976976762175
8800,0.016412653028964996,0.01741744807593123
8900,0.021258605644106865,0.017344317794150868
9000,0.019416164606809616,0.017470923236099088
9100,0.017756154760718346,0.01725216127801859
9200,0.01988101750612259,0.017909725301147743
9300,0.013849303126335144,0.01724394517819039
9400,0.01885877177119255,0.017565339836181252
9500,0.015278872102499008,0.017575715938639366
9600,0.015875194221735,0.017283064737777853
9700,0.01768660917878151,0.016976133782338677
9800,0.017136715352535248,0.017442246324779996
9900,0.01920461282134056,0.01748716860207235
10000,0.019966058433055878,0.017547754804701155
